,meal_name,categories
1790,Pork Tenderloin Special (m1791),"{'Main Course', 'Side'}"
1791,Bread Pudding Deluxe (m1792),"{'Main Course', 'Dessert'}"
1792,Cupcakes Classic (m1793),{'Dessert'}
1793,Hot and Sour Soup Light (m1794),"{'Salad', 'Soup', 'Appetizer'}"
1794,Sausage Spicy (m1795),"{'Breakfast Item', 'Dessert'}"
1795,Soy Milk Mild (m1796),"{'Salad', 'Soup', 'Beverage'}"
1796,Bean Soup Premium (m1797),"{'Soup', 'Dessert'}"
1797,Greek Salad Classic (m1798),{'Salad'}
1798,Carrot Cake Spicy (m1799),"{'Appetizer', 'Dessert'}"
1799,Fish Curry Spicy (m1800),{'Main Course'}
1800,Tea Mild (m1801),"{'Beverage', 'Dessert'}"
1801,Baklava Classic (m1802),{'Dessert'}
1802,Polenta Special (m1803),{'Side'}
1803,Greek Salad Deluxe (m1804),{'Salad'}
1804,Oat Milk Special (m1805),{'Beverage'}
1805,Omelet (m1806),"{'Soup', 'Salad', 'Breakfast Item'}"
1806,Samosas Spicy (m1807),{'Appetizer'}
1807,Waldorf Salad (m1808),{'Salad'}
1808,Cannoli Special (m1809),{'Dessert'}
1809,Caprese Salad (m1810),"{'Main Course', 'Appetizer'}"
1810,Kale Salad Mild (m1811),{'Salad'}
1811,Veggie Burger Premium (m1812),{'Main Course'}
1812,Yogurt Premium (m1813),{'Breakfast Item'}
1813,Croissant Special (m1814),{'Breakfast Item'}
1814,Chocolate Cake Light (m1815),{'Dessert'}
1815,Cobbler Premium (m1816),{'Dessert'}
1816,Quinoa Salad Spicy (m1817),{'Salad'}
1817,Clam Chowder Mild (m1818),"{'Soup', 'Dessert'}"
1818,Pork Ribs Premium (m1819),"{'Main Course', 'Beverage'}"
1819,Yogurt Classic (m1820),{'Breakfast Item'}
1820,Gelato Mild (m1821),{'Dessert'}
1821,Mango Juice Mild (m1822),{'Beverage'}
1822,Hot and Sour Soup (m1823),"{'Soup', 'Beverage'}"
1823,Tuna Salad (m1824),{'Salad'}
1824,Chicken Rice Soup Deluxe (m1825),{'Soup'}
1825,Croissant Premium (m1826),{'Breakfast Item'}
1826,Beef Carpaccio Special (m1827),{'Appetizer'}
1827,Green Beans Spicy (m1828),{'Side'}
1828,Beef Burrito Special (m1829),"{'Main Course', 'Dessert'}"
1829,Jalapeño Poppers Deluxe (m1830),"{'Dessert', 'Appetizer'}"
1830,Fruit Bowl Special (m1831),{'Breakfast Item'}
1831,Eggs Benedict Mild (m1832),{'Breakfast Item'}
1832,Chicken Skewers Light (m1833),"{'Salad', 'Appetizer'}"
1833,Hash Browns Premium (m1834),{'Side'}
1834,Asian Salad Deluxe (m1835),{'Salad'}
1835,Buffalo Wings Special (m1836),{'Appetizer'}
1836,Beet Salad (m1837),{'Salad'}
1837,Tiramisu (m1838),{'Dessert'}
1838,Lamb Kebab Deluxe (m1839),"{'Main Course', 'Appetizer'}"
1839,Breakfast Tacos Classic (m1840),{'Breakfast Item'}
1840,Iced Tea Premium (m1841),{'Beverage'}
1841,Panna Cotta (m1842),{'Dessert'}
1842,Beef Steak Premium (m1843),"{'Main Course', 'Soup', 'Beverage'}"
1843,Pork Tenderloin Deluxe (m1844),"{'Main Course', 'Salad', 'Breakfast Item'}"
1844,Macarons Premium (m1845),"{'Beverage', 'Dessert'}"
1845,Breakfast Sandwich Light (m1846),"{'Breakfast Item', 'Beverage'}"
1846,Sorbet Light (m1847),"{'Main Course', 'Dessert'}"
1847,Pork Ribs Spicy (m1848),"{'Main Course', 'Breakfast Item'}"
1848,Quinoa Premium (m1849),{'Side'}
1849,Omelet Mild (m1850),{'Breakfast Item'}
1850,Lamb Kebab Deluxe (m1851),{'Main Course'}
1851,Hot Chocolate Special (m1852),{'Beverage'}
1852,French Fries Deluxe (m1853),{'Side'}
1853,Brownies Mild (m1854),"{'Beverage', 'Dessert'}"
1854,Kale Salad Special (m1855),"{'Salad', 'Soup'}"
1855,Chicken Noodle Soup (m1856),{'Soup'}
1856,Granola Classic (m1857),"{'Breakfast Item', 'Dessert'}"
1857,Coleslaw Light (m1858),"{'Salad', 'Soup', 'Beverage'}"
1858,Lasagna Special (m1859),{'Main Course'}
1859,Onion Rings Premium (m1860),{'Side'}
1860,Eggs Benedict Premium (m1861),"{'Main Course', 'Breakfast Item', 'Salad'}"
1861,Americano Spicy (m1862),{'Beverage'}
1862,Ramen Light (m1863),{'Soup'}
1863,Potato Salad Special (m1864),{'Side'}
1864,Frittata Mild (m1865),{'Breakfast Item'}
1865,Sorbet Spicy (m1866),{'Dessert'}
1866,Rice Pudding Premium (m1867),{'Dessert'}
1867,Bread Pudding Classic (m1868),{'Dessert'}
1868,Carrot Cake Light (m1869),{'Dessert'}
1869,Edamame Spicy (m1870),{'Side'}
1870,Avocado Toast Special (m1871),{'Breakfast Item'}
1871,Potato Skins Premium (m1872),{'Appetizer'}
1872,Mac and Cheese Classic (m1873),"{'Main Course', 'Side'}"
1873,Raspberry Lemonade (m1874),{'Beverage'}
1874,Waldorf Salad Deluxe (m1875),{'Salad'}
1875,Lamb Chops Premium (m1876),"{'Soup', 'Main Course', 'Breakfast Item'}"
1876,Pork Fried Rice Mild (m1877),"{'Main Course', 'Salad'}"
1877,Pasta Salad Mild (m1878),{'Salad'}
1878,Egg Salad Spicy (m1879),{'Salad'}
1879,Shrimp Scampi Classic (m1880),"{'Main Course', 'Beverage'}"
1880,Split Pea Soup Special (m1881),{'Soup'}
1881,Hot Chocolate Classic (m1882),{'Beverage'}
1882,Churros Special (m1883),"{'Appetizer', 'Dessert'}"
1883,Macarons Light (m1884),"{'Breakfast Item', 'Dessert'}"
1884,Pancakes Light (m1885),"{'Main Course', 'Breakfast Item'}"
1885,Nachos Classic (m1886),{'Appetizer'}
1886,Carrot Cake Spicy (m1887),{'Dessert'}
1887,Muffin Premium (m1888),"{'Breakfast Item', 'Beverage'}"
1888,Fruit Smoothie Bowl Special (m1889),{'Breakfast Item'}
1889,Grilled Eggplant Light (m1890),{'Side'}
1890,Meatball Sub Mild (m1891),{'Main Course'}
1891,Cobb Salad Mild (m1892),{'Salad'}
1892,Pepsi Classic (m1893),{'Beverage'}
1893,Chicken Teriyaki Premium (m1894),"{'Main Course', 'Soup'}"
1894,Potato Leek Soup Special (m1895),"{'Salad', 'Soup', 'Side'}"
1895,Pork Fried Rice Light (m1896),"{'Main Course', 'Soup'}"
1896,Rice Noodles Deluxe (m1897),"{'Beverage', 'Side'}"
1897,Asian Salad Premium (m1898),"{'Salad', 'Appetizer'}"
1898,Scone Spicy (m1899),{'Breakfast Item'}
1899,Calamari Mild (m1900),"{'Beverage', 'Appetizer'}"
1900,Breakfast Potatoes Classic (m1901),"{'Salad', 'Breakfast Item'}"
1901,Polenta Special (m1902),"{'Main Course', 'Side'}"
1902,Pancakes Premium (m1903),{'Breakfast Item'}
1903,Water Premium (m1904),"{'Main Course', 'Beverage'}"
1904,Hot and Sour Soup Special (m1905),{'Soup'}
1905,Coffee Spicy (m1906),"{'Main Course', 'Breakfast Item', 'Beverage'}"
1906,Stuffed Peppers (m1907),{'Appetizer'}
1907,Bread Pudding Classic (m1908),"{'Appetizer', 'Dessert'}"
1908,Edamame (m1909),"{'Beverage', 'Appetizer'}"
1909,Beef Carpaccio Spicy (m1910),{'Appetizer'}
1910,Ramen Deluxe (m1911),"{'Salad', 'Soup'}"
1911,Butternut Squash Soup Light (m1912),"{'Soup', 'Breakfast Item'}"
1912,Sushi Roll Mild (m1913),"{'Main Course', 'Breakfast Item', 'Dessert'}"
1913,Peach Tea Special (m1914),"{'Soup', 'Beverage'}"
1914,Fruit Salad Classic (m1915),"{'Salad', 'Beverage'}"
1915,Key Lime Pie Deluxe (m1916),"{'Appetizer', 'Dessert'}"
1916,Quinoa Salad Classic (m1917),"{'Salad', 'Breakfast Item'}"
1917,Shrimp Cocktail Classic (m1918),{'Appetizer'}
1918,Granola Special (m1919),{'Breakfast Item'}
1919,Sprite (m1920),"{'Beverage', 'Side'}"
1920,Coconut Water Classic (m1921),{'Beverage'}
1921,Scrambled Eggs (m1922),{'Breakfast Item'}
1922,Caprese Salad Premium (m1923),"{'Salad', 'Appetizer'}"
1923,Pasta Salad Classic (m1924),"{'Salad', 'Soup', 'Side'}"
1924,Milk Spicy (m1925),{'Beverage'}
1925,Chocolate Cake (m1926),{'Dessert'}
1926,Yogurt Spicy (m1927),"{'Breakfast Item', 'Beverage', 'Appetizer'}"
1927,Vegetable Soup Premium (m1928),{'Soup'}
1928,Calamari Mild (m1929),{'Appetizer'}
1929,Clams Casino Premium (m1930),"{'Beverage', 'Appetizer'}"
1930,Falafel Wrap Light (m1931),"{'Main Course', 'Salad'}"
1931,Stuffing Special (m1932),"{'Breakfast Item', 'Beverage', 'Side'}"
1932,Samosas Spicy (m1933),{'Appetizer'}
1933,Carrot Ginger Soup Spicy (m1934),{'Soup'}
1934,Eggs Benedict Mild (m1935),{'Breakfast Item'}
1935,Bean Soup Premium (m1936),"{'Soup', 'Beverage', 'Dessert'}"
1936,Chicken Salad Spicy (m1937),"{'Salad', 'Dessert'}"
1937,Sorbet Mild (m1938),{'Dessert'}
1938,Hash Browns Spicy (m1939),{'Side'}
1939,Spinach Artichoke Dip Deluxe (m1940),"{'Soup', 'Appetizer'}"
1940,Sorbet Deluxe (m1941),"{'Side', 'Soup', 'Dessert'}"
1941,Shrimp Scampi Deluxe (m1942),{'Main Course'}
1942,Potato Salad Spicy (m1943),{'Side'}
1943,Hot and Sour Soup (m1944),{'Soup'}
1944,Grape Juice Special (m1945),"{'Breakfast Item', 'Beverage'}"
1945,Chicken Noodle Soup Spicy (m1946),"{'Soup', 'Breakfast Item'}"
1946,Bacon Wrapped Dates Light (m1947),"{'Salad', 'Appetizer'}"
1947,Hot Tea Classic (m1948),{'Beverage'}
1948,Cupcakes Mild (m1949),"{'Appetizer', 'Dessert'}"
1949,Carrot Cake Light (m1950),{'Dessert'}
1950,Soy Milk (m1951),"{'Beverage', 'Side'}"
1951,Burger Light (m1952),"{'Main Course', 'Beverage'}"
1952,Nachos (m1953),{'Appetizer'}
1953,Shrimp Salad (m1954),"{'Salad', 'Beverage'}"
1954,Muffin Mild (m1955),"{'Main Course', 'Breakfast Item'}"
1955,Eggs Benedict Special (m1956),{'Breakfast Item'}
1956,Banana Smoothie Special (m1957),"{'Beverage', 'Dessert'}"
1957,Potato Salad Mild (m1958),{'Salad'}
1958,Kale Salad Spicy (m1959),{'Salad'}
1959,Chicken Souvlaki Spicy (m1960),{'Main Course'}
1960,Egg Salad Light (m1961),"{'Salad', 'Beverage', 'Appetizer'}"
1961,French Fries Classic (m1962),"{'Dessert', 'Side'}"
1962,Caprese Salad Spicy (m1963),"{'Salad', 'Appetizer'}"
1963,Potato Salad (m1964),"{'Salad', 'Main Course'}"
1964,Lemon Tart (m1965),"{'Breakfast Item', 'Dessert'}"
1965,Lasagna Light (m1966),{'Main Course'}
1966,Mango Juice Spicy (m1967),"{'Soup', 'Beverage'}"
1967,Beef Kebab Special (m1968),"{'Main Course', 'Side'}"
1968,Corn on the Cob (m1969),{'Side'}
1969,Split Pea Soup Deluxe (m1970),"{'Soup', 'Beverage'}"
1970,Mediterranean Salad Classic (m1971),"{'Salad', 'Beverage'}"
1971,Prosciutto Melon Premium (m1972),"{'Side', 'Appetizer'}"
1972,Chicken Tortilla Soup Special (m1973),"{'Salad', 'Soup', 'Breakfast Item'}"
1973,Stuffing Special (m1974),{'Side'}
1974,Couscous Spicy (m1975),{'Side'}
1975,Chicken Fried Rice Light (m1976),{'Main Course'}
1976,Ice Cream Classic (m1977),{'Dessert'}
1977,Chocolate Milk Deluxe (m1978),{'Beverage'}
1978,Prosciutto Melon Premium (m1979),"{'Side', 'Appetizer'}"
1979,Beef Stew Deluxe (m1980),"{'Main Course', 'Soup'}"
1980,English Muffin Special (m1981),"{'Main Course', 'Breakfast Item'}"
1981,Fruit Salad Spicy (m1982),{'Salad'}
1982,Hash Browns Light (m1983),"{'Breakfast Item', 'Side'}"
1983,Apple Pie Special (m1984),"{'Side', 'Dessert'}"
1984,Éclair Premium (m1985),{'Dessert'}
1985,Clam Chowder Classic (m1986),{'Soup'}
1986,Biscuits and Gravy Light (m1987),{'Breakfast Item'}
1987,Vegetable Soup Classic (m1988),"{'Soup', 'Dessert'}"
1988,Roasted Vegetables Mild (m1989),"{'Beverage', 'Side'}"
1989,Goat Cheese Crostini Special (m1990),{'Appetizer'}
1990,Mediterranean Salad Premium (m1991),{'Salad'}
1991,Split Pea Soup Mild (m1992),{'Soup'}
1992,French Onion Soup Deluxe (m1993),{'Soup'}
1993,Wild Rice Deluxe (m1994),"{'Main Course', 'Side'}"
1994,Shrimp Cocktail Spicy (m1995),"{'Salad', 'Appetizer'}"
1995,Pasta Carbonara Special (m1996),"{'Main Course', 'Side'}"
1996,Bruschetta Special (m1997),{'Appetizer'}
1997,Brussels Sprouts Special (m1998),{'Side'}
1998,Red Velvet Cake (m1999),{'Dessert'}
1999,Lentil Soup Premium (m2000),{'Soup'}
